id,fss,kf,n,idoc,ratio,dg suspended sed. (< 0.25mm),depth,lat,lon,d10,d16,d25,d30,d50,d60,d75,d84,d90,Mean Grain Size dm [mm],Geometrical mean dg [mm],Sorting Index 1 ds,Fredle - Index,Grain Size std,Geometric Standard Deviation,Skewness,Kurtosis,Coefficient of uniformity - Cu,Curvature coefficient - Cc,Carling and Reader (1982) [Porosity],Wu and Wang (2006) [Porosity],Frings et al. (2011)  [Porosity],Carling and Reader (1982) [Estimated kf],Wu and Wang (2006) [Estimated kf],Wooster et al. (2008) [Estimated kf],Frings et al. (2011)  [Estimated kf],250,125,63,31.5,16,8,4,2,0.5,0.25,0.125,0.063,0.031,0.0039,6.00E-05
B-us after,13.79022148,1.81E-03,0.211044117,13.53,29.38450961,0.119923588,0.27,6155347.502,1464364.217,0.432172702,1.852903226,5.391812865,7.257699805,14.26339691,19.01934959,28.06605691,37.37801887,48.04492925,20.0770924,8.32213024,4.491400373,1.852903226,21.87830312,2.361627762,3.763550369,30.50246504,44.00867872,6.408332084,0.233671453,0.250176537,0.209980562,7.28E-05,9.33E-05,5.06E-05,4.97E-05,100,100,98.4120351,80.69368993,54.99373172,31.98913498,21.27037192,16.38111158,12.03510238,4.534057668,1.567070623,0.689511074,0,0,0
B-us after,13.79022148,1.07E-03,0.211044117,13.51,29.38450961,0.119923588,0.33,6155347.502,1464364.217,0.432172702,1.852903226,5.391812865,7.257699805,14.26339691,19.01934959,28.06605691,37.37801887,48.04492925,20.0770924,8.32213024,4.491400373,1.852903226,21.87830312,2.361627762,3.763550369,30.50246504,44.00867872,6.408332084,0.233671453,0.250176537,0.209980562,7.28E-05,9.33E-05,5.06E-05,4.97E-05,100,100,98.4120351,80.69368993,54.99373172,31.98913498,21.27037192,16.38111158,12.03510238,4.534057668,1.567070623,0.689511074,0,0,0
B-us after,13.79022148,5.95E-04,0.211044117,13.53,29.38450961,0.119923588,0.39,6155347.502,1464364.217,0.432172702,1.852903226,5.391812865,7.257699805,14.26339691,19.01934959,28.06605691,37.37801887,48.04492925,20.0770924,8.32213024,4.491400373,1.852903226,21.87830312,2.361627762,3.763550369,30.50246504,44.00867872,6.408332084,0.233671453,0.250176537,0.209980562,7.28E-05,9.33E-05,5.06E-05,4.97E-05,100,100,98.4120351,80.69368993,54.99373172,31.98913498,21.27037192,16.38111158,12.03510238,4.534057668,1.567070623,0.689511074,0,0,0
B-us after,13.79022148,,0.211044117,13.52,29.38450961,0.119923588,0.45,6155347.502,1464364.217,0.432172702,1.852903226,5.391812865,7.257699805,14.26339691,19.01934959,28.06605691,37.37801887,48.04492925,20.0770924,8.32213024,4.491400373,1.852903226,21.87830312,2.361627762,3.763550369,30.50246504,44.00867872,6.408332084,0.233671453,0.250176537,0.209980562,7.28E-05,9.33E-05,5.06E-05,4.97E-05,100,100,98.4120351,80.69368993,54.99373172,31.98913498,21.27037192,16.38111158,12.03510238,4.534057668,1.567070623,0.689511074,0,0,0
B-us after,13.79022148,,0.211044117,13.52,29.38450961,0.119923588,0.48,6155347.502,1464364.217,0.432172702,1.852903226,5.391812865,7.257699805,14.26339691,19.01934959,28.06605691,37.37801887,48.04492925,20.0770924,8.32213024,4.491400373,1.852903226,21.87830312,2.361627762,3.763550369,30.50246504,44.00867872,6.408332084,0.233671453,0.250176537,0.209980562,7.28E-05,9.33E-05,5.06E-05,4.97E-05,100,100,98.4120351,80.69368993,54.99373172,31.98913498,21.27037192,16.38111158,12.03510238,4.534057668,1.567070623,0.689511074,0,0,0
B-ds before,16.55453258,1.02E-02,0.195214063,12.62,17.12944174,0.124033664,0.12,6155353.451,1464362.749,0.350767544,0.840204082,4.650994575,6.693670886,14.88304624,19.78786437,27.59964307,34.4501427,46.16772777,19.61829404,5.38006975,6.403289233,0.840204082,21.43450029,2.532241502,3.912489316,33.25073536,56.41304252,6.455210126,0.231297882,0.249108226,0.202443909,0.0000439,0.0000575,0.0000241,0.0000274,100,100,98.61898017,82.48937677,52.7266289,33.19759207,23.40651558,18.67917847,14.8194051,6.745750708,2.213172805,0.938385269,0,0,0
B-ds before,16.55453258,8.24E-03,0.195214063,12.79,17.12944174,0.124033664,0.15,6155353.451,1464362.749,0.350767544,0.840204082,4.650994575,6.693670886,14.88304624,19.78786437,27.59964307,34.4501427,46.16772777,19.61829404,5.38006975,6.403289233,0.840204082,21.43450029,2.532241502,3.912489316,33.25073536,56.41304252,6.455210126,0.231297882,0.249108226,0.202443909,0.0000439,0.0000575,0.0000241,0.0000274,100,100,98.61898017,82.48937677,52.7266289,33.19759207,23.40651558,18.67917847,14.8194051,6.745750708,2.213172805,0.938385269,0,0,0
B-ds before,16.55453258,7.69E-03,0.195214063,13.01,17.12944174,0.124033664,0.18,6155353.451,1464362.749,0.350767544,0.840204082,4.650994575,6.693670886,14.88304624,19.78786437,27.59964307,34.4501427,46.16772777,19.61829404,5.38006975,6.403289233,0.840204082,21.43450029,2.532241502,3.912489316,33.25073536,56.41304252,6.455210126,0.231297882,0.249108226,0.202443909,0.0000439,0.0000575,0.0000241,0.0000274,100,100,98.61898017,82.48937677,52.7266289,33.19759207,23.40651558,18.67917847,14.8194051,6.745750708,2.213172805,0.938385269,0,0,0
B-ds before,16.55453258,4.41E-03,0.195214063,12.58,17.12944174,0.124033664,0.21,6155353.451,1464362.749,0.350767544,0.840204082,4.650994575,6.693670886,14.88304624,19.78786437,27.59964307,34.4501427,46.16772777,19.61829404,5.38006975,6.403289233,0.840204082,21.43450029,2.532241502,3.912489316,33.25073536,56.41304252,6.455210126,0.231297882,0.249108226,0.202443909,0.0000439,0.0000575,0.0000241,0.0000274,100,100,98.61898017,82.48937677,52.7266289,33.19759207,23.40651558,18.67917847,14.8194051,6.745750708,2.213172805,0.938385269,0,0,0
B-ds before,16.55453258,3.93E-03,0.195214063,12.51,17.12944174,0.124033664,0.24,6155353.451,1464362.749,0.350767544,0.840204082,4.650994575,6.693670886,14.88304624,19.78786437,27.59964307,34.4501427,46.16772777,19.61829404,5.38006975,6.403289233,0.840204082,21.43450029,2.532241502,3.912489316,33.25073536,56.41304252,6.455210126,0.231297882,0.249108226,0.202443909,0.0000439,0.0000575,0.0000241,0.0000274,100,100,98.61898017,82.48937677,52.7266289,33.19759207,23.40651558,18.67917847,14.8194051,6.745750708,2.213172805,0.938385269,0,0,0
B-ds before,16.55453258,4.92E-03,0.195214063,12.42,17.12944174,0.124033664,0.27,6155353.451,1464362.749,0.350767544,0.840204082,4.650994575,6.693670886,14.88304624,19.78786437,27.59964307,34.4501427,46.16772777,19.61829404,5.38006975,6.403289233,0.840204082,21.43450029,2.532241502,3.912489316,33.25073536,56.41304252,6.455210126,0.231297882,0.249108226,0.202443909,0.0000439,0.0000575,0.0000241,0.0000274,100,100,98.61898017,82.48937677,52.7266289,33.19759207,23.40651558,18.67917847,14.8194051,6.745750708,2.213172805,0.938385269,0,0,0
B-ds before,16.55453258,3.73E-03,0.195214063,11.96,17.12944174,0.124033664,0.33,6155353.451,1464362.749,0.350767544,0.840204082,4.650994575,6.693670886,14.88304624,19.78786437,27.59964307,34.4501427,46.16772777,19.61829404,5.38006975,6.403289233,0.840204082,21.43450029,2.532241502,3.912489316,33.25073536,56.41304252,6.455210126,0.231297882,0.249108226,0.202443909,0.0000439,0.0000575,0.0000241,0.0000274,100,100,98.61898017,82.48937677,52.7266289,33.19759207,23.40651558,18.67917847,14.8194051,6.745750708,2.213172805,0.938385269,0,0,0
B-ds before,16.55453258,3.66E-03,0.195214063,12.16,17.12944174,0.124033664,0.39,6155353.451,1464362.749,0.350767544,0.840204082,4.650994575,6.693670886,14.88304624,19.78786437,27.59964307,34.4501427,46.16772777,19.61829404,5.38006975,6.403289233,0.840204082,21.43450029,2.532241502,3.912489316,33.25073536,56.41304252,6.455210126,0.231297882,0.249108226,0.202443909,0.0000439,0.0000575,0.0000241,0.0000274,100,100,98.61898017,82.48937677,52.7266289,33.19759207,23.40651558,18.67917847,14.8194051,6.745750708,2.213172805,0.938385269,0,0,0
B-ds before,16.55453258,1.04E-03,0.195214063,,17.12944174,0.124033664,0.45,6155353.451,1464362.749,0.350767544,0.840204082,4.650994575,6.693670886,14.88304624,19.78786437,27.59964307,34.4501427,46.16772777,19.61829404,5.38006975,6.403289233,0.840204082,21.43450029,2.532241502,3.912489316,33.25073536,56.41304252,6.455210126,0.231297882,0.249108226,0.202443909,0.0000439,0.0000575,0.0000241,0.0000274,100,100,98.61898017,82.48937677,52.7266289,33.19759207,23.40651558,18.67917847,14.8194051,6.745750708,2.213172805,0.938385269,0,0,0
B-ds before,16.55453258,9.75E-04,0.195214063,,17.12944174,0.124033664,0.51,6155353.451,1464362.749,0.350767544,0.840204082,4.650994575,6.693670886,14.88304624,19.78786437,27.59964307,34.4501427,46.16772777,19.61829404,5.38006975,6.403289233,0.840204082,21.43450029,2.532241502,3.912489316,33.25073536,56.41304252,6.455210126,0.231297882,0.249108226,0.202443909,0.0000439,0.0000575,0.0000241,0.0000274,100,100,98.61898017,82.48937677,52.7266289,33.19759207,23.40651558,18.67917847,14.8194051,6.745750708,2.213172805,0.938385269,0,0,0
B-ds after,18.08464223,2.94E-03,0.189986418,12.57,13.16709469,0.129283629,0.15,6155354.29,1464362.121,0.349230769,0.481461538,4.752136752,6.711111111,15.21790342,20.71149798,29.34129555,40.42537102,50.63003534,20.89157489,4.411718636,9.163179785,0.481461538,21.23580455,2.591637852,1.702961969,3.968736762,59.30605147,6.226799001,0.23006444,0.248553068,0.201356759,4.84E-05,6.41E-05,2.46E-05,3.02E-05,100,100,97.27312391,78.7521815,51.81064572,33.28970332,23.08027923,19.65532286,16.84118674,5.497382199,1.679755672,0.676265271,0,0,0
B-ds after,18.08464223,4.11E-03,0.189986418,12.63,13.16709469,0.129283629,0.18,6155354.29,1464362.121,0.349230769,0.481461538,4.752136752,6.711111111,15.21790342,20.71149798,29.34129555,40.42537102,50.63003534,20.89157489,4.411718636,9.163179785,0.481461538,21.23580455,2.591637852,1.702961969,3.968736762,59.30605147,6.226799001,0.23006444,0.248553068,0.201356759,4.84E-05,6.41E-05,2.46E-05,3.02E-05,100,100,97.27312391,78.7521815,51.81064572,33.28970332,23.08027923,19.65532286,16.84118674,5.497382199,1.679755672,0.676265271,0,0,0
B-ds after,18.08464223,4.98E-03,0.189986418,12.67,13.16709469,0.129283629,0.21,6155354.29,1464362.121,0.349230769,0.481461538,4.752136752,6.711111111,15.21790342,20.71149798,29.34129555,40.42537102,50.63003534,20.89157489,4.411718636,9.163179785,0.481461538,21.23580455,2.591637852,1.702961969,3.968736762,59.30605147,6.226799001,0.23006444,0.248553068,0.201356759,4.84E-05,6.41E-05,2.46E-05,3.02E-05,100,100,97.27312391,78.7521815,51.81064572,33.28970332,23.08027923,19.65532286,16.84118674,5.497382199,1.679755672,0.676265271,0,0,0
B-ds after,18.08464223,5.03E-03,0.189986418,11.2,13.16709469,0.129283629,0.24,6155354.29,1464362.121,0.349230769,0.481461538,4.752136752,6.711111111,15.21790342,20.71149798,29.34129555,40.42537102,50.63003534,20.89157489,4.411718636,9.163179785,0.481461538,21.23580455,2.591637852,1.702961969,3.968736762,59.30605147,6.226799001,0.23006444,0.248553068,0.201356759,4.84E-05,6.41E-05,2.46E-05,3.02E-05,100,100,97.27312391,78.7521815,51.81064572,33.28970332,23.08027923,19.65532286,16.84118674,5.497382199,1.679755672,0.676265271,0,0,0
B-ds after,18.08464223,3.90E-03,0.189986418,12.58,13.16709469,0.129283629,0.27,6155354.29,1464362.121,0.349230769,0.481461538,4.752136752,6.711111111,15.21790342,20.71149798,29.34129555,40.42537102,50.63003534,20.89157489,4.411718636,9.163179785,0.481461538,21.23580455,2.591637852,1.702961969,3.968736762,59.30605147,6.226799001,0.23006444,0.248553068,0.201356759,4.84E-05,6.41E-05,2.46E-05,3.02E-05,100,100,97.27312391,78.7521815,51.81064572,33.28970332,23.08027923,19.65532286,16.84118674,5.497382199,1.679755672,0.676265271,0,0,0
B-ds after,18.08464223,3.80E-03,0.189986418,12.67,13.16709469,0.129283629,0.3,6155354.29,1464362.121,0.349230769,0.481461538,4.752136752,6.711111111,15.21790342,20.71149798,29.34129555,40.42537102,50.63003534,20.89157489,4.411718636,9.163179785,0.481461538,21.23580455,2.591637852,1.702961969,3.968736762,59.30605147,6.226799001,0.23006444,0.248553068,0.201356759,4.84E-05,6.41E-05,2.46E-05,3.02E-05,100,100,97.27312391,78.7521815,51.81064572,33.28970332,23.08027923,19.65532286,16.84118674,5.497382199,1.679755672,0.676265271,0,0,0
B-ds after,18.08464223,2.87E-03,0.189986418,12.64,13.16709469,0.129283629,0.36,6155354.29,1464362.121,0.349230769,0.481461538,4.752136752,6.711111111,15.21790342,20.71149798,29.34129555,40.42537102,50.63003534,20.89157489,4.411718636,9.163179785,0.481461538,21.23580455,2.591637852,1.702961969,3.968736762,59.30605147,6.226799001,0.23006444,0.248553068,0.201356759,4.84E-05,6.41E-05,2.46E-05,3.02E-05,100,100,97.27312391,78.7521815,51.81064572,33.28970332,23.08027923,19.65532286,16.84118674,5.497382199,1.679755672,0.676265271,0,0,0
B-ds after,18.08464223,2.01E-03,0.189986418,12.77,13.16709469,0.129283629,0.42,6155354.29,1464362.121,0.349230769,0.481461538,4.752136752,6.711111111,15.21790342,20.71149798,29.34129555,40.42537102,50.63003534,20.89157489,4.411718636,9.163179785,0.481461538,21.23580455,2.591637852,1.702961969,3.968736762,59.30605147,6.226799001,0.23006444,0.248553068,0.201356759,4.84E-05,6.41E-05,2.46E-05,3.02E-05,100,100,97.27312391,78.7521815,51.81064572,33.28970332,23.08027923,19.65532286,16.84118674,5.497382199,1.679755672,0.676265271,0,0,0
B-ds after,18.08464223,1.71E-03,0.189986418,12.85,13.16709469,0.129283629,0.48,6155354.29,1464362.121,0.349230769,0.481461538,4.752136752,6.711111111,15.21790342,20.71149798,29.34129555,40.42537102,50.63003534,20.89157489,4.411718636,9.163179785,0.481461538,21.23580455,2.591637852,1.702961969,3.968736762,59.30605147,6.226799001,0.23006444,0.248553068,0.201356759,4.84E-05,6.41E-05,2.46E-05,3.02E-05,100,100,97.27312391,78.7521815,51.81064572,33.28970332,23.08027923,19.65532286,16.84118674,5.497382199,1.679755672,0.676265271,0,0,0
B-ds after,18.08464223,9.17E-04,0.189986418,12.21,13.16709469,0.129283629,0.54,6155354.29,1464362.121,0.349230769,0.481461538,4.752136752,6.711111111,15.21790342,20.71149798,29.34129555,40.42537102,50.63003534,20.89157489,4.411718636,9.163179785,0.481461538,21.23580455,2.591637852,1.702961969,3.968736762,59.30605147,6.226799001,0.23006444,0.248553068,0.201356759,4.84E-05,6.41E-05,2.46E-05,3.02E-05,100,100,97.27312391,78.7521815,51.81064572,33.28970332,23.08027923,19.65532286,16.84118674,5.497382199,1.679755672,0.676265271,0,0,0
