,id,fss,kf,n,idoc,ratio,probable_class,dc_c,dc,mu_nc,mu_mc,mu_sc,mu_fsf_low,mu_fsf_high,mu_kf_low,mu_kf_high,mu_n_low,mu_n_high,mu_idoc_low,mu_idoc_high,mu_ratio_low,mu_ratio_high
77,B-ds after,18.08464223,0.00294,0.189986418,12.57,13.16709469,,0.5141237408973306,0.5356027845011531,0.9783363189957833,0.7338409521580312,0.8169408535170737,0.0012654302343370744,0.8169408535170737,0.7338409521580312,0.9932615906500036,0.9935293535334151,0.0003326670829805529,0.0003453140424749482,0.9783363189957833,0.9654285805077191,0.003639676718367054
78,B-ds after,18.08464223,0.00411,0.189986418,12.63,13.16709469,,0.5154254804243528,0.5364473795814951,0.979120531459329,0.6033147016551313,0.8169408535170737,0.0012654302343370744,0.8169408535170737,0.39668529834486865,0.999652099747823,0.9935293535334151,0.0003326670829805529,0.0003275758706833702,0.979120531459329,0.9654285805077191,0.003639676718367054
79,B-ds after,18.08464223,0.00498,0.189986418,12.67,13.16709469,,0.513408798976595,0.535138915642254,0.9796276323001852,0.8153795516587523,0.8169408535170737,0.0012654302343370744,0.8169408535170737,0.18462044834124763,0.99996152740399,0.9935293535334151,0.0003326670829805529,0.0003162694028166448,0.9796276323001852,0.9654285805077191,0.003639676718367054
80,B-ds after,18.08464223,0.00503,0.189986418,11.2,13.16709469,,0.5158661373848896,0.5367332867797188,0.9502898883778483,0.8169408535170737,0.8169408535170737,0.0012654302343370744,0.8169408535170737,0.1756075454151387,0.9999660687356906,0.9935293535334151,0.0003326670829805529,0.0011493006410802618,0.9502898883778483,0.9654285805077191,0.003639676718367054
81,B-ds after,18.08464223,0.0039,0.189986418,12.58,13.16709469,,0.5162516487950565,0.5369834144232939,0.9784709479400845,0.5404050415861251,0.8169408535170737,0.0012654302343370744,0.8169408535170737,0.4595949584138749,0.9994093591160091,0.9935293535334151,0.0003326670829805529,0.0003422279355111037,0.9784709479400845,0.9654285805077191,0.003639676718367054
82,B-ds after,18.08464223,0.0038,0.189986418,12.67,13.16709469,,0.5166139121344783,0.5372184582457427,0.9796276323001852,0.5098406950624912,0.8169408535170737,0.0012654302343370744,0.8169408535170737,0.4901593049375088,0.9992391140189928,0.9935293535334151,0.0003326670829805529,0.0003162694028166448,0.9796276323001852,0.9654285805077191,0.003639676718367054
83,B-ds after,18.08464223,0.00287,0.189986418,12.64,13.16709469,,0.5139315893696036,0.5354781126819224,0.9792473066695431,0.7502732475440961,0.8169408535170737,0.0012654302343370744,0.8169408535170737,0.7502732475440961,0.9919689592355276,0.9935293535334151,0.0003326670829805529,0.00032474925371668887,0.9792473066695431,0.9654285805077191,0.003639676718367054
84,B-ds after,18.08464223,0.00201,0.189986418,12.77,13.16709469,,0.5345365903209734,0.5488470563705111,0.9334667648258894,0.8961094813138565,0.8961094813138565,0.0012654302343370744,0.8169408535170737,0.8961094813138565,0.9334667648258894,0.9935293535334151,0.0003326670829805529,0.00028966702189766084,0.9808434822792029,0.9654285805077191,0.003639676718367054
85,B-ds after,18.08464223,0.00171,0.189986418,12.85,13.16709469,,0.5496848479540711,0.5586755540131504,0.867747630014165,0.9257040447972398,0.9257040447972398,0.0012654302343370744,0.8169408535170737,0.9257040447972398,0.867747630014165,0.9935293535334151,0.0003326670829805529,0.0002700441018648528,0.9817633783050076,0.9654285805077191,0.003639676718367054
86,B-ds after,18.08464223,0.000917,0.189986418,12.21,13.16709469,,0.6538336643936955,0.6262494243323333,0.4684387923470774,0.9705259181088924,0.9654285805077191,0.0012654302343370744,0.8169408535170737,0.9705259181088924,0.4684387923470774,0.9935293535334151,0.0003326670829805529,0.0004735444221353182,0.9729974372027391,0.9654285805077191,0.003639676718367054
